vid_id,ad_view
VID_14413,3500
VID_7938,3500
VID_616,528
VID_22499,7707
VID_21393,1925
VID_23320,1593
VID_22780,1925
VID_10862,3500
VID_21132,432
VID_1416,513
VID_624,576
VID_10127,3500
VID_15874,1188
VID_6946,3500
VID_8674,3500
VID_22878,3500
VID_560,1188
VID_13640,3500
VID_9765,3500
VID_22398,3500
VID_20560,1901
VID_4068,2083
VID_938,957
VID_19068,3500
VID_8889,5063
VID_23347,1825
VID_16952,3500
VID_6032,628
VID_5116,3500
VID_4210,2083
VID_22022,815
VID_16770,3500
VID_18981,1188
VID_1668,3500
VID_23726,1825
VID_18550,3500
VID_5518,847
VID_12958,3500
VID_16501,3500
VID_21485,3500
VID_14475,1593
VID_3865,1593
VID_21642,1370
VID_22934,432
VID_14667,1138
VID_5519,1188
VID_17889,1593
VID_17728,1736
VID_8727,1865
VID_14785,3500
VID_16387,3500
VID_10703,3500
VID_7213,2129
VID_14454,1593
VID_13455,1892
VID_5467,1188
VID_21139,668
VID_9033,1593
VID_3863,1589
VID_13990,1593
VID_2641,3937
VID_15745,1593
VID_5929,3500
VID_769,1493
VID_5499,1188
VID_8609,3500
VID_3903,891
VID_19579,1593
VID_10506,6829
VID_23577,629
VID_9042,1027
VID_10606,1192
VID_14849,1593
VID_10497,528
VID_21208,3500
VID_12837,3500
VID_7924,3500
VID_21109,2083
VID_6848,1158
VID_8993,3500
VID_10584,3500
VID_19794,1825
VID_15209,1608
VID_6195,1593
VID_22498,3500
VID_9814,1593
VID_18155,1188
VID_20573,851
VID_4092,1437
VID_15455,3500
VID_8989,821
VID_1852,784
VID_17278,1593
VID_12619,510
VID_22663,1593
VID_15372,718
VID_13978,3500
VID_17325,1138
VID_19025,1925
VID_21374,1344
VID_10207,3500
VID_11924,3500
VID_8975,844
VID_8851,3500
VID_12210,1188
VID_8178,1207
VID_19252,1593
VID_5421,1770
VID_6757,3246
VID_8125,1593
VID_14709,971
VID_5795,1437
VID_21888,1410
VID_14058,235
VID_8028,1188
VID_22918,908
VID_11731,1593
VID_22841,3500
VID_7453,924
VID_11870,1599
VID_20484,1593
VID_1971,1823
VID_599,1188
VID_16812,1188
VID_5401,1593
VID_16289,3500
VID_12150,590
VID_13299,1138
VID_19015,1865
VID_1604,300
VID_18013,12608
VID_2240,3500
VID_8114,1593
VID_13586,2041
VID_2784,974
VID_1539,3523
VID_6787,1174
VID_11544,1318
VID_5296,6829
VID_5684,2083
VID_7467,779
VID_5869,4811
VID_19596,1593
VID_96,924
VID_859,3500
VID_13559,3500
VID_20976,576
VID_18524,1201
VID_3089,3500
VID_4453,3500
VID_15802,718
VID_18291,1593
VID_3914,1748
VID_10582,3500
VID_11482,1593
VID_615,1797
VID_19069,1593
VID_911,3500
VID_3308,1207
VID_5668,1593
VID_16402,1593
VID_19375,1318
VID_8556,1188
VID_19966,1232
VID_17274,1736
VID_407,924
VID_23383,829
VID_6105,1188
VID_2643,1403
VID_18875,1593
VID_13188,3500
VID_13504,1201
VID_17900,6666
VID_6368,1188
VID_19648,1410
VID_23490,3500
VID_9098,1593
VID_12973,3500
VID_15207,3500
VID_17033,1593
VID_21758,1593
VID_21628,1188
VID_3935,3500
VID_5670,1593
VID_13844,1593
VID_20416,3500
VID_19885,1138
VID_15487,3500
VID_9890,3500
VID_17721,760
VID_2585,2029
VID_19723,2743
VID_22716,3500
VID_10004,3246
VID_1529,2069
VID_8126,1593
VID_4224,1593
VID_22704,1208
VID_10705,3500
VID_10524,576
VID_1133,3500
VID_3404,2083
VID_20344,1823
VID_9397,2184
VID_20601,3500
VID_9482,3500
VID_6673,3500
VID_3899,1437
VID_7008,1335
VID_2690,1405
VID_7483,1901
VID_1614,1593
VID_241,3500
VID_13499,1593
VID_11734,1593
VID_18937,3500
VID_11906,1593
VID_11525,716
VID_4199,625
VID_19984,3500
VID_15743,1188
VID_23097,1292
VID_16716,1593
VID_6805,1174
VID_6552,486
VID_269,1593
VID_13646,3500
VID_10761,3500
VID_16502,3500
VID_10352,1593
VID_10226,3500
VID_23493,1593
VID_734,1098
VID_5364,1188
VID_5122,678
VID_2104,3500
VID_5143,5148
VID_3850,745
VID_23633,2459
VID_19158,947
VID_23597,2083
VID_5716,1593
VID_23516,1593
VID_12921,3500
VID_17949,1558
VID_8164,1204
VID_2097,641
VID_10400,1593
VID_998,690
VID_11447,3500
VID_7866,1593
VID_11664,861
VID_7094,1405
VID_19536,2874
VID_13747,2874
VID_6307,1593
VID_2424,1158
VID_6363,2083
VID_1524,1207
VID_20772,1131
VID_23466,783
VID_10752,3500
VID_4918,3500
VID_23046,1208
VID_6694,3500
VID_4646,864
VID_17016,635
VID_11145,3500
VID_12387,3500
VID_22126,2062
VID_17930,5039
VID_12268,3419
VID_5192,3500
VID_16369,3500
VID_11841,1487
VID_13926,1747
VID_5622,1569
VID_5346,1208
VID_10544,6829
VID_6622,772
VID_17583,765
VID_13876,1593
VID_1033,1925
VID_10998,12608
VID_7037,1593
VID_22495,1083
VID_13170,3500
VID_7480,1403
VID_13753,1593
VID_13831,1138
VID_17763,1188
VID_2793,1593
VID_20514,3500
VID_22850,2041
VID_3953,2083
VID_2434,1188
VID_13670,3500
VID_12368,3500
VID_19664,12608
VID_4173,1308
VID_15859,1493
VID_14717,3500
VID_18425,1593
VID_5232,3500
VID_6288,951
VID_7433,1825
VID_1003,1593
VID_13060,823
VID_15297,3500
VID_9730,3500
VID_19022,1822
VID_1885,1177
VID_7425,1823
VID_20867,3500
VID_2501,1117
VID_19822,1188
VID_10604,2848
VID_18763,3500
VID_1818,2146
VID_16644,1653
VID_7528,1188
VID_8166,745
VID_22357,3500
VID_3918,784
VID_10589,1593
VID_3027,1593
VID_23607,4800
VID_9153,1904
VID_291,668
VID_8213,2023
VID_9424,3500
VID_19769,781
VID_22910,462
VID_14626,1284
VID_2363,1582
VID_5125,980
VID_16291,3500
VID_14392,3500
VID_1036,3500
VID_14153,3500
VID_13506,826
VID_6149,1387
VID_2777,3500
VID_19018,4285
VID_8497,3123
VID_21395,1782
VID_7117,3500
VID_21328,3500
VID_7710,3500
VID_17750,1593
VID_1680,5039
VID_4028,3500
VID_20481,1593
VID_8880,12622
VID_21640,619
VID_13074,3500
VID_8763,581
VID_3983,1593
VID_432,1593
VID_14174,1736
VID_23234,662
VID_23704,2874
VID_5492,1188
VID_6329,657
VID_3504,663
VID_5758,3500
VID_4794,1188
VID_20788,3500
VID_5213,3500
VID_6785,1515
VID_11456,636
VID_22729,2409
VID_9741,1593
VID_16684,1188
VID_11853,3500
VID_3598,2221
VID_6772,3500
VID_2469,691
VID_2206,637
VID_6843,1593
VID_10634,1188
VID_8040,3500
VID_12369,1593
VID_2693,494
VID_11067,3500
VID_11520,779
VID_2821,3500
VID_3038,1593
VID_11250,898
VID_22710,1825
VID_11733,2083
VID_7363,1593
VID_23723,1370
VID_11688,1256
VID_6034,1188
VID_22123,3500
VID_20388,3500
VID_6503,2990
VID_15018,1344
VID_22601,3500
VID_3210,1207
VID_11450,773
VID_1040,2990
VID_13938,3500
VID_20462,2589
VID_22043,1487
VID_23262,1925
VID_13502,1593
VID_13855,12608
VID_1368,1593
VID_9381,1593
VID_12394,1417
VID_19290,1593
VID_5050,3500
VID_23326,1767
VID_5262,3500
VID_23088,1593
VID_13259,3500
VID_13056,1593
VID_17553,1797
VID_5220,3500
VID_16497,3500
VID_17882,3500
VID_14613,1138
VID_600,1188
VID_19476,1593
VID_814,1204
VID_21709,3500
VID_23117,832
VID_22461,1781
VID_5566,2144
VID_3407,1593
VID_5958,3794
VID_15941,2069
VID_11387,1138
VID_11741,1138
VID_70,3500
VID_20781,3500
VID_11832,1925
VID_1723,1188
VID_6240,3500
VID_8963,1131
VID_14121,668
VID_7960,3500
VID_14523,3500
VID_20941,3500
VID_23728,3365
VID_17575,3419
VID_13353,924
VID_18877,3500
VID_19283,3500
VID_19494,1138
VID_12311,1593
VID_21019,2683
VID_23343,1593
VID_16495,3500
VID_2932,3500
VID_21207,3500
VID_12004,3500
VID_11129,594
VID_15892,3500
VID_5645,5039
VID_8615,3500
VID_20982,3500
VID_12201,1188
VID_20427,2459
VID_17217,1925
VID_1642,5420
VID_11516,1138
VID_23022,1925
VID_7142,3500
VID_9909,1593
VID_9529,3500
VID_22664,1593
VID_435,3500
VID_15960,634
VID_12952,3500
VID_21100,1540
VID_23229,2083
VID_10906,3500
VID_2945,3500
VID_10393,1593
VID_11026,3500
VID_13865,2990
VID_13079,3500
VID_20285,479
VID_22600,3500
VID_15248,1593
VID_12096,1408
VID_12609,1866
VID_21464,4435
VID_2568,1593
VID_18864,1256
VID_3347,1593
VID_15238,1565
VID_17746,1565
VID_20055,3794
VID_7138,558
VID_5665,1593
VID_8130,528
VID_14441,3500
VID_8693,1593
VID_12944,1593
VID_3446,924
VID_2862,5039
VID_5671,3794
VID_8484,999
VID_5596,3500
VID_15925,1593
VID_18290,1849
VID_4102,1493
VID_18762,3500
VID_49,609
VID_19899,3500
VID_6311,2083
VID_9972,1095
VID_12965,3500
VID_12420,1398
VID_7547,3500
VID_21893,2874
VID_21819,1747
VID_20945,3500
VID_3359,1736
VID_1671,3500
VID_7479,576
VID_12766,1925
VID_8145,1188
VID_13652,3500
VID_21627,3500
VID_472,3500
VID_16667,1147
VID_20187,1188
VID_18033,3500
VID_1061,1188
VID_3719,1188
VID_14470,3500
VID_430,1593
VID_22153,1632
VID_19285,1593
VID_8843,1138
VID_11084,3328
VID_1246,631
VID_22180,1593
VID_3111,678
VID_7313,6829
VID_23081,3794
VID_10020,408
VID_5656,3500
VID_15080,3500
VID_18949,3500
VID_10056,3500
VID_17696,1593
VID_23304,1510
VID_22199,1376
VID_4851,1593
VID_3917,1138
VID_6859,2069
VID_21622,2459
VID_20987,999
VID_20279,1593
VID_12069,2274
VID_3742,2083
VID_5130,3794
VID_3029,1593
VID_23673,3500
VID_9586,3500
VID_11637,3500
VID_15344,718
VID_12885,1925
VID_4096,1593
VID_4138,2083
VID_12864,1099
VID_5340,1188
VID_11542,3500
VID_18608,3500
VID_15189,3500
VID_22317,1619
VID_22385,1593
VID_10936,3500
VID_11519,1843
VID_12576,1770
VID_20918,3500
VID_17112,1593
VID_2396,847
VID_3125,1207
VID_9058,879
VID_5939,1487
VID_7593,3500
VID_4754,1174
VID_2974,1823
VID_3590,486
VID_3600,1593
VID_8459,3500
VID_4543,3500
VID_12434,1335
VID_12167,718
VID_1322,844
VID_19409,3500
VID_10523,3500
VID_4457,7707
VID_19478,3500
VID_20828,944
VID_10775,1188
VID_12091,1415
VID_14378,1736
VID_1418,879
VID_12458,1823
VID_15357,1901
VID_3555,1593
VID_19662,2103
VID_9393,1593
VID_19125,3500
VID_17044,2222
VID_14112,3500
VID_22607,1593
VID_9508,1278
VID_18141,461
VID_13392,2060
VID_6306,1593
VID_16298,3500
VID_5832,1770
VID_20852,1403
VID_2052,630
VID_11283,3500
VID_20392,1256
VID_22108,409
VID_3064,1593
VID_4482,3246
VID_11672,1770
VID_3301,1207
VID_20106,1593
VID_16205,916
VID_9532,3500
VID_11294,3500
VID_12690,1505
VID_21059,3500
VID_2388,1444
VID_17405,1593
VID_3099,1593
VID_20770,3500
VID_17262,2184
VID_4476,1593
VID_1163,1070
VID_22777,1825
VID_21090,3500
VID_6598,1006
VID_5743,784
VID_21253,3500
VID_20611,1515
VID_1089,12608
VID_4371,1716
VID_17003,842
VID_18424,1843
VID_1222,307
VID_6479,3246
VID_13563,1567
VID_12946,3500
VID_8437,3500
VID_21515,3868
VID_14775,1593
VID_17802,3500
VID_8274,1593
VID_23680,1424
VID_6005,1925
VID_23105,872
VID_9956,1593
VID_6750,1593
VID_16401,779
VID_23075,2965
VID_14863,1188
VID_19341,1398
VID_19522,1256
VID_7749,3500
VID_17107,722
VID_12774,237
VID_8974,7707
VID_11208,1593
VID_6781,1207
VID_2411,1188
VID_8384,1335
VID_21496,1593
VID_18389,1825
VID_18660,1593
VID_1547,2939
VID_1065,486
VID_7387,3500
VID_11746,1188
VID_7133,1593
VID_17890,3500
VID_12710,1188
VID_4806,521
VID_1976,3500
VID_13114,3500
VID_19933,3500
VID_8961,681
VID_4436,857
VID_11471,1593
VID_6393,1117
VID_8690,1825
VID_1266,486
VID_10199,3500
VID_16287,3500
VID_11285,1901
VID_22078,1823
VID_22632,3500
VID_17811,1593
VID_308,506
VID_8559,1188
VID_13391,1972
VID_23733,1825
VID_12814,1138
VID_7783,1593
VID_11619,1825
VID_4950,1208
VID_17844,1892
VID_15758,1207
VID_20079,3500
VID_10069,1138
VID_15577,2073
VID_9911,1593
VID_17668,1593
VID_22412,3500
VID_20668,1593
VID_5469,1593
VID_3477,1593
VID_15324,924
VID_11267,379
VID_8597,3500
VID_14548,284
VID_1194,1859
VID_5600,3500
VID_714,1138
VID_15462,3500
VID_17243,1568
VID_2432,1188
VID_12784,1893
VID_4755,1174
VID_12103,903
VID_5452,1593
VID_1077,2990
VID_13656,3500
VID_23047,592
VID_2692,1593
VID_20623,693
VID_19418,1593
VID_22232,3500
VID_6574,1569
VID_7327,836
VID_13579,1593
VID_14575,1593
VID_5813,3323
VID_15008,879
VID_575,1256
VID_20939,3500
VID_1973,3500
VID_6371,1159
VID_14854,3766
VID_14833,3500
VID_21299,847
VID_16915,2083
VID_6309,841
VID_10230,3500
VID_17533,3500
VID_13445,4142
VID_20091,430
VID_14734,1593
VID_990,3365
VID_1433,1567
VID_17335,693
VID_9492,3500
VID_16368,3500
VID_21194,3500
VID_7536,3500
VID_11647,3500
VID_22540,3500
VID_12919,4800
VID_8573,1593
VID_332,750
VID_23679,3500
VID_6675,3500
VID_6431,826
VID_12138,1139
VID_14674,3500
VID_9043,528
VID_1427,1248
VID_10326,1593
VID_6121,2083
VID_20413,1738
VID_19785,773
VID_12681,3500
VID_20531,1138
VID_6356,2083
VID_3790,1387
VID_6591,773
VID_1798,3500
VID_409,1593
VID_11941,3500
VID_22788,3500
VID_9094,1549
VID_7071,1593
VID_3436,663
VID_20475,3500
VID_22614,2459
VID_15108,1593
VID_7007,558
VID_18260,924
VID_10317,923
VID_21914,2182
VID_8034,3500
VID_9624,3500
VID_9860,1593
VID_609,1138
VID_9013,500
VID_15684,1593
VID_11353,853
VID_23124,3500
VID_7717,1593
VID_12993,3500
VID_390,1215
VID_2574,1593
VID_9826,3500
VID_20411,1607
VID_13748,3500
VID_22008,1256
VID_23133,3500
VID_18461,1593
VID_13349,1593
VID_8256,1593
VID_10201,3500
VID_773,3500
VID_11020,3500
VID_12745,1593
VID_19425,553
VID_12029,1593
VID_1907,1901
VID_22849,2060
VID_2714,718
VID_19918,3500
VID_6134,1593
VID_5853,1487
VID_10963,3500
VID_8466,3500
VID_14189,3500
VID_13934,3500
VID_5932,3500
VID_15673,1593
VID_7804,3500
VID_3722,1593
VID_19906,3500
VID_3043,486
VID_1513,1177
VID_2110,3500
VID_17568,3171
VID_11373,945
VID_22316,1593
VID_15689,788
VID_22380,3500
VID_6587,636
VID_7533,924
VID_15710,1442
VID_821,1593
VID_13807,3500
VID_12586,5025
VID_7625,1188
VID_22652,955
VID_9901,1138
VID_21380,576
VID_7879,1593
VID_15339,667
VID_10163,3500
VID_20937,3500
VID_21929,3500
VID_19609,2459
VID_64,3500
VID_17238,3500
VID_9551,3500
VID_9804,3500
VID_4537,2082
VID_10869,3500
VID_22949,3500
VID_7384,1593
VID_15761,1593
VID_3571,1593
VID_8563,3500
VID_16120,1593
VID_11440,924
VID_3480,1747
VID_4673,1825
VID_4063,2083
VID_16045,1207
VID_2318,612
VID_21811,1941
VID_685,924
VID_18512,1131
VID_21188,3500
VID_16896,1188
VID_4347,1925
VID_2525,1593
VID_20174,1825
VID_7525,1569
VID_6181,1593
VID_8939,1626
VID_6809,802
VID_16279,3500
VID_2836,1398
VID_19921,1593
VID_10241,3500
VID_5180,445
VID_7716,3500
VID_5583,3500
VID_12564,3008
VID_2866,1188
VID_3702,1247
VID_10224,3500
VID_19132,3500
VID_16745,3500
VID_9703,1593
VID_9081,1593
VID_14978,3500
VID_20905,678
VID_18935,1593
VID_21108,1593
VID_18493,3868
VID_8814,1825
VID_7192,3500
VID_7355,1593
VID_2617,1825
VID_22856,1280
VID_2794,1593
VID_3468,1593
VID_17472,1593
VID_13767,3500
VID_17302,3500
VID_22238,3500
VID_23200,3500
VID_14721,3500
VID_13902,1216
VID_2880,3500
VID_23371,924
VID_13147,916
VID_16856,1188
VID_7893,3500
VID_4230,3246
VID_9663,1188
VID_22068,3500
VID_3623,1188
VID_14520,1593
VID_3215,1174
VID_12263,1825
VID_20214,3500
VID_2926,3500
VID_13776,1387
VID_16270,3500
VID_1102,3365
VID_2656,1901
VID_17831,3500
VID_17518,1487
VID_20006,3500
VID_4357,1593
VID_5530,891
VID_2286,1593
VID_3113,3500
VID_2569,2012
VID_17384,3500
VID_14754,3500
VID_12427,1207
VID_7113,534
VID_10799,3500
VID_6332,1179
VID_13405,3500
VID_4411,3500
VID_5731,3246
VID_16584,1849
VID_4568,3500
VID_3575,1188
VID_15944,1593
VID_15417,755
VID_5761,3059
VID_11243,676
VID_362,699
VID_8932,2965
VID_22733,1593
VID_793,1843
VID_10956,1410
VID_4422,527
VID_10549,4800
VID_3939,3500
VID_19790,1593
VID_18850,720
VID_13900,1972
VID_14794,3500
VID_19774,1593
VID_12857,1138
VID_17928,1925
VID_3372,1593
VID_15175,1188
VID_4571,3500
VID_7559,3500
VID_21354,1593
VID_10061,1487
VID_7537,3500
VID_3488,1569
VID_13611,3500
VID_6878,1207
VID_4973,1925
VID_13113,3500
VID_5266,3500
VID_4629,1748
VID_11240,432
VID_20165,1593
VID_6081,2083
VID_16533,1335
VID_15917,3500
VID_9570,3500
VID_11907,1409
VID_23040,3500
VID_23418,1067
VID_3402,650
VID_784,605
VID_9459,3500
VID_14437,3500
VID_11004,3500
VID_18896,3500
VID_10256,3500
VID_17618,1593
VID_22331,1593
VID_3752,10936
VID_12128,1718
VID_5781,869
VID_22852,1941
VID_3982,1493
VID_12789,3500
VID_10045,1593
VID_16750,1158
VID_4877,3500
VID_21679,3500
VID_4105,485
VID_10655,3500
VID_17768,3500
